Freq0,Freq1,Freq2,Freq3,Freq4,Freq5,Freq6,Freq7,Freq8,Freq9,Freq10,Freq11,Freq12,Freq13,Freq14,Freq15,Freq16,Freq17,Freq18,Freq19,zero,centroid,rolloff,chromagram,outputbeatclassifier
-489.6217956542969,70.23918914794922,61.14282989501953,48.898048400878906,36.555328369140625,26.469486236572266,19.62327766418457,15.663741111755371,13.472217559814453,11.869775772094727,10.107502937316895,8.004507064819336,5.803411960601807,3.905093193054199,2.6258535385131836,2.056816577911377,2.049077033996582,2.3068907260894775,2.535395383834839,2.566248893737793,605,157.2605599310573,208.85213216145834,0.7439702153205872,normal
-406.42852783203125,153.23886108398438,-1.36952543258667,16.26382827758789,10.937108993530273,16.93948745727539,4.494655609130859,6.633342742919922,6.228123188018799,3.6961915493011475,-3.0589780807495117,-2.162616014480591,-0.6297928094863892,-0.5982247591018677,-1.8099647760391235,-2.767085552215576,-3.141026258468628,-3.9528698921203613,-3.527146816253662,-4.081270217895508,7624,1046.5375753025671,1888.9404296875,0.6631138324737549,normal
-511.58221435546875,82.09152221679688,6.4783854484558105,35.78232192993164,4.92691707611084,23.50128936767578,2.1721384525299072,16.772096633911133,-0.3641359806060791,12.615508079528809,-1.4032468795776367,10.425498962402344,-2.1364707946777344,6.526673316955566,-2.7144651412963867,4.534374237060547,-2.864163398742676,2.395744562149048,-2.710134744644165,1.3202203512191772,22103,2243.8172336064313,4613.987223307292,0.7544541954994202,normal
-514.1329345703125,78.29219055175781,65.46306610107422,49.30531692504883,34.505836486816406,23.954038619995117,18.073490142822266,15.3438720703125,13.722631454467773,11.91872787475586,9.623236656188965,7.061982154846191,4.627193450927734,2.7027056217193604,1.5493866205215454,1.235011100769043,1.578197717666626,2.1684765815734863,2.570370674133301,2.5643904209136963,660,167.59580418933552,213.58744303385416,0.7036072015762329,normal
-371.6717224121094,155.28652954101562,35.82746505737305,19.50104522705078,37.93587112426758,34.70439529418945,17.897235870361328,9.181621551513672,10.555705070495605,10.43761157989502,2.7009689807891846,-0.7504433393478394,2.518559217453003,6.119143962860107,1.3599765300750732,-3.6273107528686523,-3.26601243019104,0.0710952952504158,0.16019830107688904,-1.4394766092300415,1834,513.2183016325226,749.4359667056075,0.6347851157188416,normal
-513.7188110351562,79.56976318359375,66.51319122314453,50.064849853515625,35.09040832519531,24.542770385742188,18.783037185668945,16.24790382385254,14.829951286315918,13.121224403381348,10.794610023498535,8.154081344604492,5.606945514678955,3.5386576652526855,2.3005573749542236,1.9942238330841064,2.3102948665618896,2.7246217727661133,2.845372438430786,2.5755326747894287,572,147.54186993368165,190.70841471354166,0.7463817596435547,normal
-471.5617370605469,102.06641387939453,2.4498658180236816,36.54542541503906,3.570418119430542,23.54991912841797,-4.633912086486816,14.779500007629395,-7.222046375274658,8.011777877807617,-9.989811897277832,4.232210159301758,-10.537741661071777,2.1905272006988525,-10.309568405151367,-0.4019794464111328,-9.192536354064941,-1.84501314163208,-8.116621017456055,-2.5373926162719727,14670,1963.4412881916257,4312.123616536458,0.6035868525505066,normal
-424.7645263671875,108.61300659179688,10.503495216369629,47.36547088623047,10.76839828491211,27.064807891845703,-0.8398224115371704,15.49984073638916,-2.2248833179473877,8.05142879486084,-7.87615966796875,3.657310724258423,-5.464950084686279,1.5648071765899658,-8.025294303894043,-1.3431932926177979,-4.91748571395874,-2.1936678886413574,-6.731657981872559,-2.2147843837738037,8801,1600.3068478192263,3731.6741943359375,0.5644845962524414,normal
-374.5036315917969,155.1456298828125,17.610685348510742,10.29835033416748,15.975239753723145,17.670438766479492,11.508234977722168,2.8708362579345703,0.9311805963516235,-1.4218865633010864,-0.5417972803115845,-0.5595690608024597,-2.2576732635498047,-2.9850032329559326,-3.290558338165283,-3.7820355892181396,-3.7083446979522705,-3.660849094390869,-2.87760066986084,-2.5495388507843018,5314,930.739632480446,1720.562744140625,0.6159798502922058,normal
-421.9013977050781,113.94053649902344,8.250110626220703,43.02373123168945,10.213997840881348,30.031949996948242,1.2539887428283691,13.749640464782715,-3.479278326034546,9.308817863464355,-5.123141765594482,3.8485677242279053,-6.59722900390625,1.682396411895752,-4.968760013580322,-0.4872180223464966,-5.344715118408203,-1.9101462364196777,-4.582578182220459,-2.7784910202026367,9813,1520.3159267816784,3380.2144368489585,0.62375807762146,normal
-549.60498046875,73.10073852539062,-1.6971429586410522,28.962112426757812,-0.5447050929069519,18.543926239013672,-1.803224802017212,15.123064994812012,-6.083783149719238,9.622065544128418,-7.777273654937744,6.0966572761535645,-8.359726905822754,3.5456790924072266,-10.037402153015137,-0.31562530994415283,-8.850920677185059,-0.9984928965568542,-7.304601669311523,-1.5752999782562256,25069,2680.044197395402,5603.118896484375,0.6776835322380066,normal
-564.6675415039062,91.64820098876953,-0.49167969822883606,37.47718811035156,4.567472457885742,20.303205490112305,1.4482258558273315,11.266617774963379,-1.2085894346237183,5.773956298828125,-3.758955240249634,0.8715835809707642,-5.357228755950928,-1.6496551036834717,-5.550652980804443,-4.250080108642578,-5.756564617156982,-4.4690375328063965,-4.433353424072266,-4.737621307373047,24383,2109.452938890726,4342.928059895833,0.6962096691131592,normal
-492.965576171875,82.78973388671875,-17.648374557495117,26.092409133911133,-11.909900665283203,9.738266944885254,-15.123577117919922,4.256763458251953,-14.352638244628906,2.0501596927642822,-11.941964149475098,1.5385338068008423,-9.709492683410645,1.104469895362854,-7.437468528747559,0.5790786743164062,-6.68964147567749,-1.6245940923690796,-6.106359481811523,-1.8256748914718628,23379,2622.426860835,5427.862548828125,0.6505483984947205,normal
-418.4355773925781,113.50982666015625,12.448887825012207,29.558765411376953,8.376063346862793,19.97612762451172,11.114266395568848,24.70297622680664,13.523030281066895,19.34859275817871,7.606749534606934,10.924097061157227,2.3251001834869385,6.579705715179443,3.0338001251220703,6.492161273956299,4.151422023773193,5.385061264038086,3.0043609142303467,3.058023691177368,5412,1164.7794984239029,2610.053507486979,0.72532057762146,normal
-323.0735778808594,86.07205200195312,11.979302406311035,43.92235565185547,5.751891613006592,30.059066772460938,1.344372272491455,22.196849822998047,-1.1287540197372437,17.246488571166992,-3.443761110305786,11.899808883666992,-5.5802836418151855,8.389796257019043,-6.213535308837891,5.78432559967041,-4.582648754119873,4.240902900695801,-4.584909439086914,2.583155393600464,10453,2152.8520088675396,5204.7047932942705,0.6534613370895386,normal
-342.6822204589844,133.83718872070312,-11.243760108947754,21.35334587097168,-0.1456093192100525,29.179508209228516,-5.019008159637451,13.736671447753906,-3.991349458694458,15.42325210571289,-8.008150100708008,3.4272947311401367,-4.35900354385376,13.799345970153809,0.4128231406211853,5.838559627532959,-1.4188615083694458,6.903130054473877,-1.007652759552002,1.1957076787948608,7681,1503.2531008352003,3166.028849283854,0.6375161409378052,normal
-590.0748901367188,96.72211456298828,4.003884315490723,26.423860549926758,0.04449547827243805,15.458215713500977,2.1292905807495117,9.472005844116211,-0.7506853938102722,1.601865291595459,-5.854719161987305,-2.193831205368042,-5.599733829498291,-2.869697332382202,-3.957034111022949,-3.740156412124634,-4.510058879852295,-4.865935802459717,-3.0294225215911865,-3.530583620071411,26203,2109.119773202884,4290.690104166667,0.6798137426376343,normal
-312.4916687011719,85.05660247802734,15.16468620300293,42.64136505126953,9.540905952453613,27.211408615112305,6.00184440612793,22.332914352416992,4.291858673095703,17.992544174194336,3.632652521133423,13.72207260131836,1.866926670074463,10.626123428344727,1.7694374322891235,8.344160079956055,1.8927842378616333,6.733175277709961,1.6668593883514404,4.879836559295654,5338,1714.6436213820064,4266.664632161458,0.739492654800415,normal
-504.0379638671875,76.99712371826172,-1.585262417793274,34.56367492675781,0.663374662399292,23.80849838256836,-3.1023991107940674,16.335906982421875,-6.465251922607422,11.320951461791992,-7.64781379699707,6.636134624481201,-9.07288646697998,2.825627565383911,-9.941510200500488,0.28885897994041443,-9.759556770324707,-1.2041795253753662,-8.79481315612793,-2.4996423721313477,22856,2543.690892304543,5384.696451822917,0.6716697216033936,normal
-449.998779296875,76.79252624511719,13.07945728302002,30.063974380493164,6.863279342651367,11.621458053588867,1.7591181993484497,4.542011260986328,-3.1108591556549072,0.014638583175837994,-4.219074726104736,-1.484060525894165,-6.33548641204834,-4.103030681610107,-6.377895832061768,-4.627302169799805,-5.230637073516846,-4.495000839233398,-4.256955623626709,-4.149930953979492,20242,2469.4952864185475,5346.2158203125,0.676821231842041,normal
-361.65936279296875,158.20338439941406,4.644510746002197,15.818280220031738,-0.23900067806243896,28.25723648071289,2.474306344985962,5.464573383331299,-9.968035697937012,3.8191721439361572,-2.14033579826355,6.724365234375,-2.249415636062622,0.40409985184669495,-5.656128406524658,-1.9297585487365723,-6.26967716217041,-5.872509479522705,-5.723132610321045,-3.0880815982818604,5611,1032.2504677771026,1796.0784912109375,0.5594443678855896,normal
-484.8067932128906,38.55266189575195,34.22039794921875,29.332881927490234,25.084707260131836,21.478981018066406,18.23154640197754,15.395852088928223,13.142403602600098,11.428627014160156,10.064492225646973,8.923449516296387,8.000828742980957,7.333364009857178,6.8892669677734375,6.525929927825928,6.081326007843018,5.51885986328125,4.949713706970215,4.498105525970459,14242,1124.6032193994733,2240.948486328125,0.8062922358512878,normal
-591.2050170898438,124.62020874023438,-11.85529613494873,13.405163764953613,-1.7016091346740723,17.472915649414062,-7.426211833953857,14.575630187988281,-2.211857795715332,12.20288372039795,-7.167273998260498,3.135605812072754,-8.348774909973145,6.9401140213012695,-1.3798779249191284,4.200770854949951,-7.338868618011475,-1.167344331741333,-7.184093475341797,-3.3104562759399414,13520,1853.6590921845789,3514.72119140625,0.6155074238777161,normal
-562.222412109375,117.35478973388672,4.984162330627441,19.329450607299805,2.058349132537842,17.079618453979492,3.171506643295288,5.026961803436279,-2.9796934127807617,-0.21132756769657135,-3.009397268295288,-0.6175723671913147,-2.596616506576538,-2.6768290996551514,-3.3803746700286865,-3.8079681396484375,-3.5589773654937744,-4.459286212921143,-3.2181355953216553,-4.122497081756592,22529,1713.1459595802369,3615.9332275390625,0.6779948472976685,normal
-369.1867370605469,91.60228729248047,8.740097999572754,45.028106689453125,21.458738327026367,27.61528778076172,17.34626007080078,19.143579483032227,14.277477264404297,20.668922424316406,16.914289474487305,12.28824520111084,7.015624046325684,10.820690155029297,10.951164245605469,7.448576927185059,6.130361080169678,5.795322895050049,4.890224456787109,3.0606629848480225,1486,900.7288243415055,2140.5598958333335,0.7501583099365234,normal
-350.2134094238281,170.83258056640625,0.3072982132434845,7.482898712158203,-6.633346080780029,15.461506843566895,-6.697017669677734,7.764243125915527,-0.04215994477272034,5.203592777252197,-5.476734638214111,4.812322616577148,1.2906951904296875,0.5207503437995911,-6.387125492095947,-1.4295008182525635,-2.918384075164795,-9.498109817504883,-13.926122665405273,-8.668819427490234,5892,1015.0485881205524,1636.1246744791667,0.5991119742393494,normal
-562.3960571289062,126.17881774902344,21.99626922607422,47.819557189941406,14.591338157653809,24.753488540649414,3.4571163654327393,13.537501335144043,-0.6016365885734558,6.15723991394043,-3.447571277618408,1.9904035329818726,-4.478072166442871,-0.9501621127128601,-4.898030757904053,-2.22359561920166,-4.225854396820068,-3.46281099319458,-3.891099691390991,-4.283987998962402,15640,1200.7796274500952,2613.1439208984375,0.6233553886413574,normal
-502.8352355957031,78.35298919677734,67.20462036132812,52.686038970947266,38.77655792236328,28.169607162475586,21.53646469116211,17.912797927856445,15.713152885437012,13.66585922241211,11.228068351745605,8.491155624389648,5.864131450653076,3.787071466445923,2.541653633117676,2.1368916034698486,2.2953169345855713,2.5875253677368164,2.6671926975250244,2.4494121074676514,518,129.6655414682768,168.07861328125,0.7778276801109314,normal
-498.438232421875,115.78828430175781,61.33576202392578,47.463504791259766,37.96332931518555,24.501571655273438,18.38475227355957,12.03432846069336,6.260336875915527,2.9661242961883545,0.3558633327484131,-1.418061375617981,-3.1233232021331787,-4.129667282104492,-4.750629425048828,-5.559982776641846,-5.939818382263184,-6.164519309997559,-6.220186710357666,-5.976652145385742,4124,628.2073815442423,904.4942220052084,0.5454942584037781,normal
